task id resource request_start request_end request_duration start end time downloaded executed uploaded type
ellipsoids-openmp 134 lambda-1024 2023 10002 7979 1615755237512 1615755241208 3696 32 3582 82 lambda-1024
ellipsoids-openmp 352 lambda-1024 1522 10019 8497 1615755236721 1615755241252 4531 91 4369 71 lambda-1024
ellipsoids-openmp 349 lambda-1024 1521 10021 8500 1615755236603 1615755241257 4654 101 4454 99 lambda-1024
ellipsoids-openmp 399 lambda-1024 1534 10044 8510 1615755237447 1615755241293 3846 98 3651 97 lambda-1024
ellipsoids-openmp 402 lambda-1024 1535 10052 8517 1615755237518 1615755241307 3789 93 3593 103 lambda-1024
ellipsoids-openmp 356 lambda-1024 1523 10063 8540 1615755236748 1615755241301 4553 101 4350 102 lambda-1024
ellipsoids-openmp 138 lambda-1024 2024 10144 8120 1615755237683 1615755241347 3664 29 3570 65 lambda-1024
ellipsoids-openmp 362 lambda-1024 1524 10148 8624 1615755236776 1615755241361 4585 98 4384 103 lambda-1024
ellipsoids-openmp 139 lambda-1024 2024 10151 8127 1615755237695 1615755241370 3675 30 3557 88 lambda-1024
ellipsoids-openmp 370 lambda-1024 1526 10159 8633 1615755236928 1615755241402 4474 94 4308 72 lambda-1024
ellipsoids-openmp 110 lambda-1024 2007 10189 8182 1615755237732 1615755241486 3754 85 3565 104 lambda-1024
ellipsoids-openmp 140 lambda-1024 2025 10191 8166 1615755237693 1615755241496 3803 31 3672 100 lambda-1024
ellipsoids-openmp 345 lambda-1024 1521 10198 8677 1615755236546 1615755241503 4957 101 4763 93 lambda-1024
ellipsoids-openmp 143 lambda-1024 2025 10203 8178 1615755237827 1615755241514 3687 33 3591 63 lambda-1024
ellipsoids-openmp 117 lambda-1024 2015 10207 8192 1615755237733 1615755241522 3789 95 3606 88 lambda-1024
ellipsoids-openmp 120 lambda-1024 2017 10210 8193 1615755237739 1615755241535 3796 97 3586 113 lambda-1024
ellipsoids-openmp 141 lambda-1024 2025 10245 8220 1615755237788 1615755241540 3752 29 3642 81 lambda-1024
ellipsoids-openmp 366 lambda-1024 1525 10250 8725 1615755236937 1615755241540 4603 105 4386 112 lambda-1024
ellipsoids-openmp 145 lambda-1024 2026 10254 8228 1615755237837 1615755241553 3716 32 3593 91 lambda-1024
ellipsoids-openmp 359 lambda-1024 1524 10257 8733 1615755236782 1615755241543 4761 96 4575 90 lambda-1024
ellipsoids-openmp 369 lambda-1024 1526 10339 8813 1615755236956 1615755241542 4586 99 4415 72 lambda-1024
ellipsoids-openmp 149 lambda-1024 2027 10342 8315 1615755237931 1615755241597 3666 26 3579 61 lambda-1024
ellipsoids-openmp 147 lambda-1024 2026 10348 8322 1615755237904 1615755241585 3681 29 3584 68 lambda-1024
ellipsoids-openmp 361 lambda-1024 1524 10350 8826 1615755236913 1615755241597 4684 103 4488 93 lambda-1024
