task id resource fire_time start_time end_time time execution_time upload_time cpu memory
mDiffFit 948 fargate 2384155 2438197 2438928 731 614 16 34 05 2
mDiffFit 306 fargate 2389192 2445078 2445814 736 691 14 27 05 2
mDiffFit 2828 fargate 2390498 2444438 2445102 664 605 14 41 05 2
mDiffFit 2358 fargate 2380488 2445845 2446581 736 614 18 99 05 2
mDiffFit 646 fargate 2391859 2444967 2445752 785 704 14 62 05 2
mDiffFit 4286 fargate 2392667 2445728 2446370 642 597 13 29 05 2
mDiffFit 2048 fargate 2382653 2435984 2436722 738 620 77 38 05 2
mDiffFit 1152 fargate 2394166 2444145 2444895 750 693 13 39 05 2
mDiffFit 367 fargate 2395093 2450260 2450992 732 686 13 27 05 2
mDiffFit 1313 fargate 2398255 2451822 2452543 721 615 73 30 05 2
mDiffFit 2635 fargate 2393463 2448519 2449249 730 615 18 92 05 2
mDiffFit 2720 fargate 2399218 2454538 2455265 727 618 71 34 05 2
mProject 1638 fargate 2374035 2427321 2453285 25964 192 25534 234 05 2
mDiffFit 4261 fargate 2400502 2453924 2454666 742 681 13 44 05 2
mDiffFit 3926 fargate 2396032 2452666 2453409 743 692 14 32 05 2
mDiffFit 3778 fargate 2401933 2456188 2456944 756 698 15 40 05 2
mDiffFit 1126 fargate 2403465 2456921 2457668 747 693 16 34 05 2
mDiffFit 4552 fargate 2402706 2456754 2457563 809 687 12 106 05 2
mDiffFit 1192 fargate 2409255 2457792 2458525 733 676 14 39 05 2
mDiffFit 773 fargate 2397378 2452688 2453426 738 683 14 37 05 2
mProject 3476 fargate 2364842 2432721 2459091 26370 195 25815 356 05 2
mDiffFit 4246 fargate 2407391 2460597 2461387 790 704 16 65 05 2
mDiffFit 371 fargate 2408191 2462229 2462999 770 690 15 61 05 2
mDiffFit 2171 fargate 2408305 2463070 2463809 739 624 66 45 05 2
mDiffFit 2394 fargate 2410557 2465113 2465858 745 625 67 50 05 2
mDiffFit 1032 fargate 2411960 2465232 2465969 737 618 14 39 05 2
mDiffFit 1144 fargate 2412762 2465742 2466472 730 678 13 36 05 2
mDiffFit 3518 fargate 2413478 2467993 2468732 739 681 13 41 05 2
mDiffFit 405 fargate 2414310 2468771 2469516 745 695 14 33 05 2
mDiffFit 2183 fargate 2416069 2469589 2470330 741 684 13 40 05 2
mDiffFit 4560 fargate 2415194 2468732 2469470 738 675 22 37 05 2
mDiffFit 499 fargate 2417391 2472828 2473529 701 616 15 67 05 2
mDiffFit 3865 fargate 2419293 2473172 2474008 836 776 14 41 05 2
mDiffFit 3737 fargate 2420688 2475241 2475982 741 682 18 38 05 2
mDiffFit 1310 fargate 2422761 2475741 2476482 741 685 13 38 05 2
mDiffFit 637 fargate 2423527 2476867 2477825 958 607 73 275 05 2
mDiffFit 696 fargate 2428325 2478746 2479472 726 613 13 40 05 2
mDiffFit 294 fargate 2424339 2479811 2480569 758 699 14 42 05 2
mDiffFit 2114 fargate 2425285 2478348 2479047 699 583 13 98 05 2
mDiffFit 881 fargate 2405111 2481090 2482229 1139 1010 74 50 05 2
mDiffFit 919 fargate 2427472 2479590 2480222 632 514 74 38 05 2
mDiffFit 2367 fargate 2423933 2476974 2477707 733 628 70 31 05 2
mDiffFit 4459 fargate 2429313 2483927 2484652 725 620 71 30 05 2
mDiffFit 3855 fargate 2430709 2483128 2483919 791 624 14 90 05 2
mProject 48 fargate 2404205 2458390 2484546 26156 192 25725 234 05 2
mDiffFit 831 fargate 2432776 2487317 2487969 652 607 13 28 05 2
mDiffFit 4024 fargate 2433556 2487380 2488115 735 690 12 28 05 2
mDiffFit 2796 fargate 2434348 2487719 2488475 756 700 12 41 05 2
mDiffFit 3528 fargate 2436106 2490503 2491227 724 616 76 28 05 2
mDiffFit 2610 fargate 2443601 2493751 2494476 725 608 81 32 05 2
mDiffFit 2638 fargate 2438357 2492136 2492958 822 713 18 87 05 2
mDiffFit 4204 fargate 2439451 2493508 2494165 657 598 13 41 05 2
mDiffFit 2187 fargate 2440714 2494861 2495584 723 611 13 95 05 2
mDiffFit 2951 fargate 2442780 2495319 2496033 714 670 12 28 05 2
mDiffFit 1899 fargate 2449472 2498591 2499312 721 598 16 103 05 2
mDiffFit 3810 fargate 2445321 2499572 2500328 756 695 14 42 05 2
mDiffFit 351 fargate 2444361 2498808 2499612 804 694 20 86 05 2
mDiffFit 1090 fargate 2446174 2500330 2501028 698 617 14 31 05 2
mProject 3368 fargate 2420604 2476502 2502733 26231 186 25793 248 05 2
mDiffFit 2651 fargate 2442051 2496291 2497044 753 687 14 48 05 2
mDiffFit 1378 fargate 2448365 2503047 2503847 800 631 69 36 05 2
mDiffFit 2191 fargate 2449882 2505235 2505993 758 603 75 77 05 2
mDiffFit 2052 fargate 2450740 2504926 2505679 753 696 14 40 05 2
mDiffFit 4241 fargate 2452789 2506436 2507191 755 695 14 43 05 2
mDiffFit 891 fargate 2452080 2506304 2507061 757 689 14 49 05 2
mProject 3459 fargate 2432039 2480138 2506185 26047 135 25607 242 05 2
mDiffFit 3760 fargate 2454374 2507069 2507829 760 695 22 39 05 2
mDiffFit 3510 fargate 2455354 2510393 2511039 646 593 13 37 05 2
mDiffFit 570 fargate 2456238 2509709 2510447 738 686 14 35 05 2
mDiffFit 1034 fargate 2457596 2511511 2512272 761 704 16 37 05 2
mProject 152 fargate 2437769 2492055 2511484 19429 268 18941 215 05 2
mProject 3469 fargate 2437477 2489287 2515252 25965 220 25487 253 05 2
mDiffFit 3558 fargate 2453637 2511929 2512585 656 598 13 41 05 2
mProject 36 fargate 2428465 2485241 2511333 26092 193 25634 260 05 2
mDiffFit 2330 fargate 2460781 2511057 2511784 727 608 70 44 05 2
mDiffFit 974 fargate 2460732 2513780 2514484 704 595 15 90 05 2
mDiffFit 2345 fargate 2462116 2515631 2516328 697 612 12 69 05 2
mDiffFit 2815 fargate 2462836 2515817 2516617 800 741 14 41 05 2
mDiffFit 3878 fargate 2463644 2517587 2518334 747 686 17 41 05 2
mDiffFit 4244 fargate 2459511 2513953 2514769 816 695 74 42 05 2
mDiffFit 4593 fargate 2465503 2518571 2519346 775 617 13 73 05 2
mDiffFit 3533 fargate 2466332 2519789 2520515 726 612 78 32 05 2
mDiffFit 2613 fargate 2467600 2520544 2521294 750 691 12 42 05 2
mDiffFit 698 fargate 2468428 2522287 2523015 728 606 18 101 05 2
mDiffFit 4249 fargate 2464393 2521475 2522246 771 685 14 68 05 2
mDiffFit 2186 fargate 2469528 2523747 2524494 747 692 13 37 05 2
mDiffFit 1138 fargate 2470837 2523476 2524279 803 684 19 97 05 2
mDiffFit 2706 fargate 2472130 2525750 2526493 743 696 13 30 05 2
mDiffFit 1146 fargate 2477629 2525080 2525809 729 619 74 33 05 2
mDiffFit 4034 fargate 2472864 2526279 2527039 760 687 28 42 05 2
mDiffFit 702 fargate 2474398 2527197 2527924 727 607 74 41 05 2
mDiffFit 2895 fargate 2480854 2530078 2530826 748 695 15 35 05 2
mDiffFit 2899 fargate 2476358 2529837 2530634 797 620 12 94 05 2
mDiffFit 2228 fargate 2475508 2529022 2529735 713 598 19 90 05 2
mDiffFit 4010 fargate 2473664 2531166 2531908 742 681 12 45 05 2
mDiffFit 2920 fargate 2480499 2531422 2532250 828 705 16 42 05 2
mDiffFit 3864 fargate 2482159 2535481 2536216 735 611 78 42 05 2
mDiffFit 2507 fargate 2486366 2540087 2540838 751 695 12 40 05 2
mDiffFit 740 fargate 2485519 2541202 2541901 699 582 13 99 05 2
mDiffFit 3498 fargate 2487653 2539638 2540354 716 592 79 39 05 2
mDiffFit 4032 fargate 2482948 2540868 2541602 734 611 85 33 05 2
mDiffFit 4008 fargate 2489590 2543323 2544079 756 708 11 31 05 2
mDiffFit 2868 fargate 2490889 2543987 2544624 637 594 13 26 05 2
mDiffFit 641 fargate 2490853 2542967 2543793 826 694 72 56 05 2
mDiffFit 4423 fargate 2492239 2545163 2545897 734 615 71 43 05 2
mDiffFit 4260 fargate 2492945 2546196 2547005 809 693 78 34 05 2
mDiffFit 2712 fargate 2494542 2547158 2547956 798 689 16 87 05 2
mDiffFit 723 fargate 2493670 2547302 2548059 757 702 12 38 05 2
mProject 97 fargate 2479569 2533702 2550851 17149 238 16759 147 05 2
mDiffFit 2265 fargate 2495526 2549460 2550190 730 672 15 38 05 2
mDiffFit 2844 fargate 2497659 2551787 2552443 656 605 13 35 05 2
mDiffFit 3606 fargate 2496392 2551486 2552295 809 692 13 99 05 2
mDiffFit 1232 fargate 2499624 2552360 2552989 629 525 12 87 05 2
mDiffFit 4316 fargate 2498497 2546746 2547546 800 629 16 93 05 2
mDiffFit 3534 fargate 2500930 2554850 2555591 741 685 22 29 05 2
mDiffFit 3985 fargate 2502261 2555629 2556275 646 586 13 44 05 2
mDiffFit 2776 fargate 2503705 2557409 2558237 828 710 74 40 05 2
mDiffFit 820 fargate 2502946 2557642 2558378 736 609 12 112 05 2
mProject 37 fargate 2483671 2530544 2556794 26250 202 25797 247 05 2
mDiffFit 2398 fargate 2504663 2558949 2559670 721 614 18 85 05 2
mDiffFit 4461 fargate 2505528 2558287 2559028 741 692 13 31 05 2
mDiffFit 2704 fargate 2508553 2563019 2563771 752 692 19 36 05 2
mDiffFit 2256 fargate 2509628 2563342 2564201 859 707 53 38 05 2
mProject 3242 fargate 2484528 2537768 2564052 26284 143 25781 295 05 2
mDiffFit 3889 fargate 2510932 2564499 2565292 793 704 13 72 05 2
mDiffFit 2058 fargate 2512267 2565859 2566594 735 682 13 36 05 2
mDiffFit 4603 fargate 2512974 2566012 2566749 737 674 14 44 05 2
mDiffFit 420 fargate 2508618 2568048 2568802 754 690 18 41 05 2
mDiffFit 390 fargate 2514666 2567413 2568165 752 703 13 32 05 2
mDiffFit 2780 fargate 2513743 2567669 2568402 733 618 16 94 05 2
mDiffFit 4373 fargate 2516397 2570060 2570789 729 609 13 101 05 2
mDiffFit 925 fargate 2515552 2571326 2572043 717 599 13 101 05 2
mDiffFit 725 fargate 2518602 2570771 2571503 732 612 75 40 05 2
mDiffFit 2666 fargate 2517702 2571511 2572248 737 678 16 37 05 2
mDiffFit 3547 fargate 2523744 2576784 2577534 750 685 12 48 05 2
mDiffFit 2310 fargate 2522272 2576896 2577649 753 684 21 42 05 2
mDiffFit 2542 fargate 2523026 2577394 2578236 842 774 20 44 05 2
mDiffFit 1913 fargate 2524693 2578729 2579455 726 616 13 93 05 2
mDiffFit 1234 fargate 2519704 2580042 2580848 806 621 78 39 05 2
mDiffFit 2503 fargate 2527734 2581289 2582026 737 678 13 42 05 2
mDiffFit 3830 fargate 2526414 2580721 2581453 732 670 12 45 05 2
mDiffFit 755 fargate 2528612 2582496 2583341 845 787 15 38 05 2
mDiffFit 460 fargate 2529712 2583365 2584197 832 775 14 40 05 2
mDiffFit 433 fargate 2531048 2583934 2584665 731 618 68 40 05 2
mDiffFit 448 fargate 2520933 2584704 2585456 752 623 79 46 05 2
mDiffFit 2468 fargate 2532275 2585479 2586226 747 612 73 58 05 2
mDiffFit 2181 fargate 2538627 2587855 2588619 764 708 18 34 05 2
mDiffFit 2072 fargate 2533760 2586711 2587447 736 615 76 42 05 2
mProject 3480 fargate 2507662 2560733 2586883 26150 199 25703 244 05 2
mDiffFit 4271 fargate 2535611 2588274 2589002 728 604 82 39 05 2
mDiffFit 2661 fargate 2525604 2579094 2579837 743 679 13 47 05 2
mDiffFit 3869 fargate 2534816 2590855 2591598 743 687 12 41 05 2
mDiffFit 817 fargate 2533065 2588982 2589639 657 595 19 39 05 2
mDiffFit 2435 fargate 2537735 2591530 2592308 778 685 14 75 05 2
mDiffFit 4535 fargate 2539820 2593719 2594523 804 614 14 112 05 2
mDiffFit 3566 fargate 2541077 2595746 2596555 809 623 77 37 05 2
mDiffFit 474 fargate 2536428 2590415 2591063 648 602 14 29 05 2
mDiffFit 1328 fargate 2542286 2595952 2596673 721 620 62 36 05 2
mDiffFit 3599 fargate 2543070 2595631 2596357 726 615 68 39 05 2
mDiffFit 461 fargate 2549845 2598480 2599208 728 673 13 39 05 2
mDiffFit 403 fargate 2543755 2598154 2598889 735 604 83 44 05 2
mDiffFit 3993 fargate 2544817 2597722 2598423 701 596 12 88 05 2
mDiffFit 2024 fargate 2545612 2600729 2601466 737 683 17 33 05 2
mDiffFit 2034 fargate 2546438 2600159 2600991 832 771 18 39 05 2
mDiffFit 2811 fargate 2547788 2600924 2601558 634 516 77 37 05 2
mDiffFit 2881 fargate 2553086 2602458 2603215 757 700 14 40 05 2
mDiffFit 1935 fargate 2548635 2602543 2603288 745 687 12 41 05 2
mDiffFit 3653 fargate 2555667 2605187 2605999 812 700 13 38 05 2
mDiffFit 3567 fargate 2560604 2610175 2610836 661 603 13 41 05 2
mDiffFit 699 fargate 2557846 2611009 2611749 740 688 13 36 05 2
mDiffFit 3959 fargate 2552346 2606308 2607033 725 614 14 36 05 2
mDiffFit 2190 fargate 2559925 2614542 2615305 763 676 12 71 05 2
mDiffFit 1153 fargate 2551126 2604609 2605360 751 690 14 42 05 2
mDiffFit 2437 fargate 2562364 2615087 2615817 730 610 11 104 05 2
mDiffFit 1383 fargate 2561138 2616299 2617039 740 689 13 33 05 2
mDiffFit 509 fargate 2563097 2616543 2617298 755 693 17 39 05 2
mDiffFit 1308 fargate 2553791 2606486 2607209 723 667 13 39 05 2
mDiffFit 3766 fargate 2564896 2617530 2618309 779 692 12 34 05 2
mDiffFit 467 fargate 2566083 2620215 2620941 726 613 73 36 05 2
mDiffFit 4298 fargate 2572389 2622200 2622921 721 605 15 97 05 2
mDiffFit 1259 fargate 2568695 2622786 2623507 721 612 14 92 05 2
mDiffFit 1968 fargate 2567885 2623125 2623862 737 629 66 39 05 2
mDiffFit 822 fargate 2569947 2623319 2624058 739 686 13 37 05 2
mDiffFit 4117 fargate 2573796 2626407 2627156 749 689 17 39 05 2
mDiffFit 549 fargate 2576642 2631949 2632689 740 676 13 48 05 2
mDiffFit 3850 fargate 2574910 2630378 2631110 732 678 13 38 05 2
mDiffFit 3519 fargate 2571142 2626103 2626853 750 697 14 35 05 2
mDiffFit 1140 fargate 2577889 2632415 2633238 823 777 13 28 05 2
mDiffFit 3775 fargate 2583862 2631288 2632095 807 693 76 34 05 2
mDiffFit 2789 fargate 2579965 2633695 2634506 811 630 68 44 05 2
mDiffFit 1348 fargate 2578753 2634826 2635547 721 610 73 33 05 2
mDiffFit 1298 fargate 2586664 2632952 2633766 814 699 82 28 05 2
mDiffFit 2549 fargate 2575759 2634419 2635159 740 684 13 40 05 2
mProject 242 fargate 2554855 2608847 2634501 25654 181 25224 245 05 2
mDiffFit 664 fargate 2581159 2636169 2636915 746 687 12 43 05 2
mDiffFit 2988 fargate 2582389 2635736 2636478 742 686 12 39 05 2
mProject 3384 fargate 2556519 2610879 2636536 25657 243 25163 243 05 2
mProject 3343 fargate 2566522 2622172 2639802 17630 263 17148 213 05 2
mDiffFit 400 fargate 2584935 2637927 2638574 647 603 13 28 05 2
mDiffFit 4285 fargate 2588764 2641937 2642664 727 607 73 43 05 2
mDiffFit 3992 fargate 2588215 2641340 2642062 722 622 68 28 05 2
mProject 3313 fargate 2573107 2626208 2645755 19547 180 19145 219 05 2
mDiffFit 603 fargate 2595784 2644569 2645317 748 695 13 35 05 2
mDiffFit 2401 fargate 2591170 2645386 2646149 763 703 14 41 05 2
mDiffFit 2742 fargate 2592395 2645609 2646423 814 699 75 37 05 2
mDiffFit 742 fargate 2591854 2646617 2647260 643 587 18 35 05 2
mProject 184 fargate 2565725 2619834 2646376 26542 201 26104 232 05 2
mDiffFit 2707 fargate 2593956 2648352 2649152 800 690 13 92 05 2
mDiffFit 3594 fargate 2594980 2646252 2646985 733 679 12 37 05 2
mDiffFit 1983 fargate 2596666 2649217 2650062 845 784 16 41 05 2
mDiffFit 2125 fargate 2583114 2651187 2651901 714 668 13 29 05 2
mDiffFit 399 fargate 2598839 2652248 2652909 661 601 13 43 05 2
mDiffFit 4372 fargate 2597922 2652675 2653391 716 600 16 96 05 2
mDiffFit 844 fargate 2601197 2654972 2655659 687 603 14 66 05 2
mDiffFit 515 fargate 2599999 2655166 2655989 823 768 16 35 05 2
mDiffFit 4175 fargate 2607933 2655480 2656196 716 671 13 29 05 2
mDiffFit 4587 fargate 2603206 2657733 2658539 806 619 82 37 05 2
mDiffFit 4046 fargate 2602451 2656968 2657685 717 664 13 35 05 2
mDiffFit 932 fargate 2587905 2656049 2656761 712 596 14 96 05 2
mDiffFit 454 fargate 2604021 2654991 2655713 722 611 14 93 05 2
mDiffFit 2627 fargate 2604998 2658370 2659180 810 696 14 96 05 2
mDiffFit 1120 fargate 2605875 2660123 2660872 749 687 16 43 05 2
mDiffFit 868 fargate 2608854 2661904 2662610 706 526 76 41 05 2
mDiffFit 4453 fargate 2608884 2663514 2664187 673 605 31 34 05 2
mDiffFit 3556 fargate 2610011 2663875 2664614 739 614 25 31 05 2
mDiffFit 3902 fargate 2612462 2666302 2667033 731 608 12 106 05 2
mDiffFit 2334 fargate 2614092 2666611 2667273 662 608 13 38 05 2
mDiffFit 293 fargate 2613832 2668002 2668742 740 694 13 28 05 2
mDiffFit 2612 fargate 2615019 2668285 2669105 820 702 75 39 05 2
mDiffFit 3551 fargate 2618856 2670212 2671019 807 687 12 103 05 2
mDiffFit 1336 fargate 2616667 2671007 2671759 752 705 12 32 05 2
mDiffFit 4280 fargate 2617938 2673032 2673766 734 679 12 37 05 2
mDiffFit 313 fargate 2625033 2674427 2675168 741 681 17 39 05 2
mDiffFit 1272 fargate 2621246 2676388 2677153 765 613 70 76 05 2
mDiffFit 541 fargate 2623213 2677090 2677817 727 615 69 38 05 2
mProject 24 fargate 2598577 2652534 2678279 25745 195 25305 242 05 2
mDiffFit 519 fargate 2620030 2673831 2674561 730 680 14 29 05 2
mDiffFit 2101 fargate 2626669 2680105 2680859 754 692 13 46 05 2
mDiffFit 2145 fargate 2628867 2683290 2684015 725 611 74 37 05 2
mDiffFit 1008 fargate 2624126 2679406 2680128 722 610 67 41 05 2
mDiffFit 4267 fargate 2630047 2684043 2684777 734 609 14 107 05 2
mDiffFit 4515 fargate 2631248 2684379 2685113 734 676 16 38 05 2
mDiffFit 609 fargate 2630041 2685137 2685817 680 617 18 40 05 2
mDiffFit 4347 fargate 2632474 2686817 2687545 728 677 14 34 05 2
mDiffFit 693 fargate 2633219 2687423 2688135 712 604 12 91 05 2
mDiffFit 601 fargate 2635048 2689469 2690287 818 695 83 37 05 2
mDiffFit 2818 fargate 2635896 2689368 2690004 636 527 61 43 05 2
mDiffFit 4319 fargate 2634162 2689394 2690113 719 669 14 31 05 2
mDiffFit 3665 fargate 2636851 2691241 2691944 703 599 12 26 05 2
mProject 50 fargate 2613208 2666784 2692382 25598 200 25185 209 05 2
mDiffFit 2941 fargate 2640832 2694495 2695244 749 631 17 97 05 2
mDiffFit 4029 fargate 2640057 2694249 2694978 729 683 15 27 05 2
mProject 3410 fargate 2625893 2679899 2694495 14596 203 14254 135 05 2
mProject 221 fargate 2615892 2669565 2695630 26065 189 25617 254 05 2
mDiffFit 1233 fargate 2641348 2695156 2695892 736 686 13 33 05 2
mDiffFit 2653 fargate 2642513 2696281 2697035 754 697 13 39 05 2
mProject 204 fargate 2622473 2670344 2696593 26249 177 25810 258 05 2
mDiffFit 2539 fargate 2650080 2700233 2700968 735 687 13 32 05 2
mDiffFit 424 fargate 2645922 2698713 2699510 797 688 19 86 05 2
mDiffFit 1230 fargate 2645067 2699413 2700059 646 602 14 27 05 2
mDiffFit 605 fargate 2644211 2699905 2700654 749 692 13 38 05 2
mDiffFit 1385 fargate 2655202 2700723 2701472 749 695 12 37 05 2
mDiffFit 1101 fargate 2648912 2702534 2703279 745 684 12 45 05 2
mDiffFit 2863 fargate 2643240 2697181 2697905 724 611 14 95 05 2
mDiffFit 2076 fargate 2647973 2702863 2703622 759 703 14 39 05 2
mDiffFit 1072 fargate 2649058 2703588 2704345 757 696 13 42 05 2
mDiffFit 3819 fargate 2651383 2705596 2706234 638 587 13 34 05 2
mProject 1667 fargate 2637941 2685989 2706710 20721 191 20299 228 05 2
mDiffFit 396 fargate 2654232 2708376 2709042 666 608 17 38 05 2
mDiffFit 4546 fargate 2653298 2708137 2708874 737 687 14 30 05 2
mDiffFit 4007 fargate 2660192 2710091 2710908 817 705 69 38 05 2
mDiffFit 2392 fargate 2656864 2709698 2710447 749 688 13 43 05 2
mDiffFit 4209 fargate 2658001 2714302 2714945 643 584 13 43 05 2
mDiffFit 3001 fargate 2655957 2712830 2713577 747 691 13 39 05 2
mDiffFit 4323 fargate 2662518 2715342 2716145 803 688 12 98 05 2
mDiffFit 330 fargate 2661414 2716374 2717128 754 702 14 34 05 2
mDiffFit 853 fargate 2664237 2718281 2718927 646 588 14 41 05 2
mDiffFit 710 fargate 2663318 2716429 2717190 761 705 13 38 05 2
mDiffFit 867 fargate 2658923 2719991 2720651 660 591 23 42 05 2
mDiffFit 4617 fargate 2665213 2721010 2721738 728 615 78 30 05 2
mDiffFit 1919 fargate 2666913 2721811 2722575 764 686 13 61 05 2
mDiffFit 3946 fargate 2668992 2722438 2723252 814 702 12 95 05 2
mDiffFit 1154 fargate 2675709 2724127 2724885 758 616 69 69 05 2
mDiffFit 2454 fargate 2665994 2720995 2721817 822 696 84 38 05 2
mDiffFit 3652 fargate 2671474 2725865 2726630 765 699 13 46 05 2
mDiffFit 956 fargate 2672569 2725068 2725797 729 611 13 100 05 2
mDiffFit 2082 fargate 2674243 2727627 2728348 721 614 13 89 05 2
mDiffFit 4360 fargate 2675230 2728811 2729601 790 680 17 89 05 2
mDiffFit 348 fargate 2676024 2729381 2730118 737 624 69 41 05 2
mDiffFit 3851 fargate 2676933 2731075 2731800 725 605 13 102 05 2
mDiffFit 3584 fargate 2682593 2729771 2730492 721 599 74 43 05 2
mDiffFit 4121 fargate 2678045 2731771 2732516 745 687 16 37 05 2
mProject 1743 fargate 2652514 2705635 2731517 25882 186 25449 243 05 2
mDiffFit 2095 fargate 2685241 2732939 2733673 734 617 71 41 05 2
mDiffFit 559 fargate 2679043 2734675 2735427 752 696 14 39 05 2
mDiffFit 2654 fargate 2680329 2734919 2735752 833 706 79 42 05 2
mDiffFit 4434 fargate 2687035 2737011 2737742 731 681 15 31 05 2
mDiffFit 722 fargate 2681499 2737136 2737778 642 587 13 37 05 2
mDiffFit 3858 fargate 2683357 2737923 2738675 752 692 17 38 05 2
mDiffFit 4052 fargate 2684294 2738631 2739360 729 606 18 101 05 2
mDiffFit 2399 fargate 2686048 2740398 2741209 811 690 73 44 05 2
mDiffFit 3586 fargate 2689073 2741623 2742348 725 611 13 98 05 2
mDiffFit 3711 fargate 2688064 2742898 2743618 720 669 13 34 05 2
mProject 3254 fargate 2668004 2718102 2744263 26161 195 25780 183 05 2
mDiffFit 3825 fargate 2690345 2745072 2745818 746 692 12 38 05 2
mDiffFit 1964 fargate 2692595 2747258 2748003 745 684 12 41 05 2
mDiffFit 1055 fargate 2694295 2746673 2747417 744 692 12 35 05 2
mDiffFit 3777 fargate 2695249 2749741 2750503 762 693 18 46 05 2
mDiffFit 4072 fargate 2693364 2749477 2750276 799 692 70 32 05 2
mDiffFit 4375 fargate 2691535 2749173 2749925 752 692 18 37 05 2
mDiffFit 4031 fargate 2697089 2750639 2751354 715 617 71 24 05 2
mDiffFit 3579 fargate 2698067 2752049 2752784 735 624 64 43 05 2
mProject 1704 fargate 2672658 2726611 2752520 25909 237 25454 214 05 2
mDiffFit 4315 fargate 2700375 2753744 2754456 712 666 13 29 05 2
mDiffFit 1271 fargate 2696093 2749798 2750464 666 611 14 37 05 2
mDiffFit 4394 fargate 2702597 2757423 2758151 728 612 13 99 05 2
mDiffFit 2106 fargate 2703383 2757068 2757809 741 693 14 30 05 2
mDiffFit 4458 fargate 2705263 2758782 2759524 742 685 12 40 05 2
mDiffFit 2164 fargate 2706123 2758477 2759125 648 595 14 35 05 2
mDiffFit 2089 fargate 2706726 2760388 2761129 741 685 13 40 05 2
mDiffFit 600 fargate 2701535 2759770 2760518 748 688 13 44 05 2
mDiffFit 3546 fargate 2707101 2761540 2762283 743 690 12 36 05 2
mDiffFit 2562 fargate 2709136 2763157 2763814 657 604 12 37 05 2
mDiffFit 2335 fargate 2710375 2764200 2764859 659 600 14 41 05 2
mDiffFit 2137 fargate 2712607 2767155 2767816 661 606 12 40 05 2
mDiffFit 3687 fargate 2714363 2768448 2769080 632 576 13 39 05 2
mDiffFit 272 fargate 2715685 2769471 2770206 735 684 13 33 05 2
mDiffFit 4118 fargate 2715326 2769532 2770272 740 691 13 33 05 2
mDiffFit 3966 fargate 2716127 2770259 2770992 733 613 17 100 05 2
mDiffFit 2713 fargate 2711535 2766969 2767697 728 618 13 93 05 2
mDiffFit 589 fargate 2719137 2772858 2773593 735 688 15 28 05 2
mDiffFit 2331 fargate 2719267 2772565 2773397 832 718 68 41 05 2
mDiffFit 3887 fargate 2721564 2774879 2775687 808 684 73 47 05 2
mDiffFit 761 fargate 2731633 2776200 2776934 734 684 17 29 05 2
mDiffFit 2102 fargate 2723472 2778338 2779089 751 685 13 48 05 2
mDiffFit 2226 fargate 2729155 2777579 2778302 723 612 70 37 05 2
mProject 203 fargate 2699078 2752513 2778447 25934 187 25513 231 05 2
mDiffFit 3870 fargate 2725359 2779381 2780129 748 688 16 41 05 2
mDiffFit 550 fargate 2725407 2779513 2780254 741 621 69 47 05 2
mDiffFit 784 fargate 2727200 2781246 2782002 756 683 17 52 05 2
mProject 1811 fargate 2708184 2761524 2780863 19339 195 18916 224 05 2
mDiffFit 993 fargate 2728318 2784061 2784884 823 701 14 40 05 2
mDiffFit 4200 fargate 2734930 2784622 2785428 806 627 71 38 05 2
mDiffFit 4457 fargate 2724369 2783902 2784712 810 707 63 36 05 2
mDiffFit 3939 fargate 2732775 2785613 2786378 765 702 14 44 05 2
mDiffFit 3880 fargate 2733524 2786997 2787739 742 689 14 35 05 2
mDiffFit 731 fargate 2738344 2788444 2789133 689 601 37 48 05 2
mDiffFit 4250 fargate 2735359 2786599 2787332 733 615 74 40 05 2
mProject 12 fargate 2718182 2773087 2788067 14980 188 14623 163 05 2
mDiffFit 990 fargate 2739818 2793436 2794173 737 679 14 40 05 2
mDiffFit 668 fargate 2745377 2793397 2794131 734 681 12 37 05 2
mDiffFit 4113 fargate 2745785 2795390 2796141 751 690 12 43 05 2
mDiffFit 695 fargate 2734382 2795725 2796376 651 605 13 29 05 2
mDiffFit 975 fargate 2736136 2789767 2790515 748 619 74 50 05 2
mDiffFit 3980 fargate 2741649 2796125 2796751 626 517 13 91 05 2
mDiffFit 2138 fargate 2742875 2797027 2797761 734 599 13 117 05 2
mDiffFit 2980 fargate 2742647 2796583 2797319 736 675 14 43 05 2
mProject 156 fargate 2722621 2775391 2801196 25805 191 25378 231 05 2
mProject 1868 fargate 2728323 2781975 2801438 19463 176 19047 235 05 2
mDiffFit 2172 fargate 2746894 2800678 2801394 716 595 12 104 05 2
mDiffFit 3720 fargate 2747425 2800446 2801100 654 600 14 37 05 2
mDiffFit 3756 fargate 2749211 2803191 2803918 727 607 75 40 05 2
mDiffFit 3572 fargate 2751689 2805328 2806060 732 685 13 28 05 2
mDiffFit 2797 fargate 2750841 2804271 2805018 747 691 12 39 05 2
mDiffFit 2155 fargate 2746139 2800224 2801058 834 787 13 30 05 2
mDiffFit 4592 fargate 2753576 2808576 2809302 726 683 12 26 05 2
mDiffFit 4465 fargate 2752726 2808308 2808970 662 602 13 42 05 2
mDiffFit 1056 fargate 2756147 2809708 2810457 749 689 13 43 05 2
mDiffFit 657 fargate 2750578 2809939 2810613 674 601 13 55 05 2
mDiffFit 598 fargate 2758427 2811501 2812231 730 616 72 39 05 2
