task id resource fire_time start_time end_time time execution_time upload_time cpu memory
mProject 3466 fargate 1433254 1487295 1513364 26069 184 25619 263 05 2
mDiffFit 2939 fargate 1465992 1514903 1515651 748 689 13 42 05 2
mProject 3369 fargate 1433570 1488646 1514642 25996 193 25593 205 05 2
mDiffFit 1887 fargate 1461281 1516288 1517033 745 691 15 36 05 2
mDiffFit 1988 fargate 1461912 1515828 1516609 781 685 14 78 05 2
mProject 1828 fargate 1441230 1495231 1514825 19594 201 19195 193 05 2
mDiffFit 388 fargate 1462054 1515654 1516476 822 713 68 34 05 2
mDiffFit 2288 fargate 1462734 1513908 1514630 722 608 13 96 05 2
mDiffFit 3991 fargate 1469587 1522379 1523064 685 607 19 55 05 2
mDiffFit 1873 fargate 1468852 1522968 1523764 796 677 21 93 05 2
mProject 1814 fargate 1453622 1508124 1522728 14604 172 14235 193 05 2
mDiffFit 875 fargate 1474375 1524383 1525026 643 593 16 30 05 2
mDiffFit 4472 fargate 1471290 1522882 1523657 775 691 14 66 05 2
mDiffFit 658 fargate 1478020 1524894 1525656 762 615 81 62 05 2
mDiffFit 3646 fargate 1476983 1524060 1524810 750 698 12 35 05 2
mProject 1665 fargate 1452047 1504950 1525937 20987 182 20527 275 05 2
mDiffFit 2670 fargate 1466946 1523468 1524207 739 690 14 30 05 2
mDiffFit 1102 fargate 1472081 1527005 1527752 747 690 13 41 05 2
mDiffFit 2003 fargate 1473682 1527749 1528478 729 616 63 46 05 2
mDiffFit 386 fargate 1468167 1523556 1524344 788 624 17 82 05 2
mDiffFit 3943 fargate 1475190 1529753 1530580 827 713 71 38 05 2
mProject 100 fargate 1449531 1503098 1529466 26368 193 25912 259 05 2
mDiffFit 3648 fargate 1477645 1530543 1531350 807 686 13 103 05 2
mProject 144 fargate 1457598 1511698 1532962 21264 193 20888 178 05 2
mDiffFit 2806 fargate 1479631 1534103 1534726 623 517 65 37 05 2
mDiffFit 2299 fargate 1482133 1536309 1537042 733 684 13 32 05 2
mDiffFit 292 fargate 1482755 1538234 1538971 737 685 13 36 05 2
mDiffFit 3679 fargate 1483345 1539131 1539776 645 592 13 36 05 2
mProject 1724 fargate 1465377 1513600 1539665 26065 218 25588 255 05 2
mDiffFit 2313 fargate 1481303 1536840 1537592 752 691 12 44 05 2
mDiffFit 323 fargate 1488861 1542947 1543757 810 702 12 91 05 2
mDiffFit 3811 fargate 1487035 1541972 1542619 647 594 12 37 05 2
mDiffFit 4237 fargate 1487801 1541718 1542470 752 689 17 42 05 2
mDiffFit 746 fargate 1494407 1544455 1545117 662 601 14 44 05 2
mDiffFit 2357 fargate 1491308 1545151 1545880 729 680 13 33 05 2
mProject 3243 fargate 1464335 1518919 1545185 26266 191 25801 269 05 2
mDiffFit 429 fargate 1492192 1546071 1546877 806 686 14 101 05 2
mDiffFit 3796 fargate 1492776 1548091 1548925 834 780 13 37 05 2
mDiffFit 2896 fargate 1493700 1548288 1549005 717 660 13 40 05 2
mDiffFit 1889 fargate 1497101 1551736 1552486 750 689 19 37 05 2
mDiffFit 1129 fargate 1497934 1552412 1553169 757 698 16 39 05 2
mProject 3339 fargate 1484400 1536571 1551366 14795 172 14459 160 05 2
mDiffFit 3963 fargate 1504434 1552823 1553592 769 680 19 66 05 2
mProject 84 fargate 1480938 1533837 1555169 21332 271 20830 227 05 2
mDiffFit 2042 fargate 1502829 1556306 1557041 735 677 16 39 05 2
mDiffFit 4415 fargate 1502213 1556927 1557664 737 689 14 29 05 2
mDiffFit 4583 fargate 1501173 1557005 1557744 739 682 12 42 05 2
mDiffFit 1025 fargate 1505413 1560111 1560867 756 693 17 43 05 2
mDiffFit 2540 fargate 1499706 1554474 1555219 745 676 23 41 05 2
mDiffFit 3593 fargate 1501316 1559596 1560349 753 700 12 36 05 2
mDiffFit 1123 fargate 1506128 1560469 1561210 741 678 13 45 05 2
mDiffFit 1103 fargate 1512831 1562040 1562788 748 695 13 37 05 2
mDiffFit 3644 fargate 1509503 1562976 1563850 874 780 13 75 05 2
mProject 3270 fargate 1483689 1538816 1565013 26197 132 25802 259 05 2
mDiffFit 283 fargate 1511323 1566659 1567430 771 616 70 80 05 2
mDiffFit 3692 fargate 1518923 1568176 1568910 734 607 76 46 05 2
mDiffFit 2231 fargate 1524495 1568623 1569352 729 610 74 41 05 2
mDiffFit 3609 fargate 1516056 1569796 1570543 747 622 82 39 05 2
mDiffFit 310 fargate 1516601 1571319 1572214 895 777 22 92 05 2
mDiffFit 2877 fargate 1517179 1573456 1574248 792 683 13 93 05 2
mProject 102 fargate 1492074 1546250 1572439 26189 203 25780 202 05 2
mDiffFit 1274 fargate 1519833 1573658 1574382 724 610 14 97 05 2
mDiffFit 4531 fargate 1525438 1575339 1576087 748 694 12 38 05 2
mProject 1652 fargate 1493372 1548191 1574112 25921 205 25478 233 05 2
mDiffFit 4604 fargate 1521384 1575847 1576594 747 693 12 39 05 2
mDiffFit 2458 fargate 1524703 1579071 1579883 812 694 14 100 05 2
mDiffFit 2546 fargate 1529905 1578515 1579262 747 684 14 45 05 2
mProject 61 fargate 1505530 1559205 1580257 21052 188 20645 215 05 2
mDiffFit 2126 fargate 1528051 1582723 1583445 722 670 13 35 05 2
mDiffFit 1260 fargate 1528920 1579636 1580452 816 701 15 32 05 2
mProject 3342 fargate 1509827 1565330 1586251 20921 219 20464 233 05 2
mDiffFit 3729 fargate 1533449 1587367 1588180 813 700 13 94 05 2
mDiffFit 2685 fargate 1532846 1587677 1588403 726 621 13 87 05 2
mDiffFit 4444 fargate 1539619 1590190 1591014 824 773 14 31 05 2
mDiffFit 4083 fargate 1536788 1591824 1592568 744 688 13 39 05 2
mDiffFit 966 fargate 1537209 1590859 1591506 647 591 12 40 05 2
mProject 238 fargate 1513417 1567440 1593504 26064 206 25609 245 05 2
mDiffFit 4411 fargate 1539937 1594565 1595308 743 610 14 116 05 2
mDiffFit 1322 fargate 1540958 1594421 1595139 718 604 13 96 05 2
mDiffFit 998 fargate 1544502 1598435 1599174 739 686 13 35 05 2
mProject 3279 fargate 1518094 1568884 1594950 26066 201 25604 257 05 2
mProject 1762 fargate 1512242 1569826 1595598 25772 179 25343 246 05 2
mDiffFit 2283 fargate 1545687 1599730 1600454 724 606 16 97 05 2
mProject 3463 fargate 1508890 1573771 1599811 26040 220 25576 240 05 2
mDiffFit 1979 fargate 1547053 1601272 1602011 739 687 13 34 05 2
mDiffFit 2025 fargate 1548040 1601280 1602094 814 762 12 35 05 2
mProject 3281 fargate 1523435 1577857 1603901 26044 198 25619 223 05 2
mProject 1793 fargate 1523803 1579601 1605872 26271 197 25815 256 05 2
mDiffFit 446 fargate 1547302 1601338 1602086 748 693 12 39 05 2
mDiffFit 835 fargate 1548933 1603891 1604620 729 616 70 37 05 2
mDiffFit 4095 fargate 1555725 1609058 1609786 728 678 13 31 05 2
mDiffFit 929 fargate 1553853 1608756 1609501 745 680 17 42 05 2
mDiffFit 2723 fargate 1556115 1611382 1612122 740 687 13 35 05 2
mProject 129 fargate 1531405 1585462 1612076 26614 196 26182 232 05 2
mDiffFit 2989 fargate 1552269 1606549 1607378 829 701 20 41 05 2
mDiffFit 1923 fargate 1553487 1610212 1611039 827 713 70 40 05 2
mProject 112 fargate 1532266 1587371 1613274 25903 144 25487 269 05 2
mDiffFit 4222 fargate 1558716 1613228 1613940 712 601 16 91 05 2
mDiffFit 4144 fargate 1560081 1612864 1613685 821 702 15 41 05 2
mProject 1749 fargate 1533834 1586573 1612808 26235 204 25789 238 05 2
mDiffFit 2499 fargate 1552287 1615894 1616688 794 697 43 50 05 2
mProject 227 fargate 1535687 1590762 1616746 25984 223 25509 246 05 2
mProject 3411 fargate 1541405 1595973 1615825 19852 187 19500 159 05 2
mDiffFit 3583 fargate 1563891 1615979 1616715 736 618 13 100 05 2
mDiffFit 572 fargate 1559004 1617202 1617919 717 609 13 91 05 2
mDiffFit 340 fargate 1564826 1620378 1621120 742 695 12 29 05 2
mProject 153 fargate 1545065 1598949 1618362 19413 135 19076 198 05 2
mDiffFit 4169 fargate 1565876 1620452 1621189 737 619 72 41 05 2
mDiffFit 3654 fargate 1569008 1623237 1623996 759 699 12 42 05 2
mDiffFit 2221 fargate 1571465 1625498 1626212 714 605 77 28 05 2
mDiffFit 2078 fargate 1572693 1626277 1627023 746 685 13 43 05 2
mDiffFit 1088 fargate 1572965 1626563 1627340 777 692 54 28 05 2
mDiffFit 3817 fargate 1572369 1626343 1627068 725 614 12 94 05 2
mProject 3280 fargate 1546203 1600874 1626993 26119 207 25610 299 05 2
mDiffFit 983 fargate 1575622 1629799 1630462 663 602 14 43 05 2
mDiffFit 1030 fargate 1576796 1630409 1631255 846 786 13 42 05 2
mDiffFit 3967 fargate 1576133 1629731 1630473 742 684 14 39 05 2
mProject 22 fargate 1552910 1605013 1631082 26069 203 25623 239 05 2
mDiffFit 434 fargate 1579830 1633038 1633791 753 705 16 28 05 2
mDiffFit 2071 fargate 1580153 1633434 1634176 742 679 14 45 05 2
mDiffFit 2807 fargate 1578362 1633624 1634257 633 524 16 88 05 2
mDiffFit 521 fargate 1579086 1633141 1633857 716 596 79 36 05 2
mProject 3477 fargate 1559885 1613844 1634965 21121 215 20684 219 05 2
mDiffFit 3925 fargate 1583542 1636215 1636948 733 678 15 36 05 2
mDiffFit 2127 fargate 1582386 1637920 1638675 755 699 14 37 05 2
mDiffFit 2663 fargate 1584098 1638789 1639536 747 688 14 42 05 2
mDiffFit 1089 fargate 1589546 1639898 1640640 742 685 16 35 05 2
mProject 206 fargate 1561430 1615961 1642196 26235 236 25758 236 05 2
mDiffFit 3820 fargate 1582966 1637236 1637952 716 669 13 29 05 2
mDiffFit 1249 fargate 1589148 1643549 1644302 753 688 15 46 05 2
mProject 1808 fargate 1569817 1624678 1642399 17721 184 17383 149 05 2
mProject 27 fargate 1564589 1617422 1643246 25824 197 25382 241 05 2
mDiffFit 1044 fargate 1590157 1644892 1645639 747 687 14 42 05 2
mDiffFit 3604 fargate 1592399 1646643 1647381 738 686 13 35 05 2
mProject 3478 fargate 1568115 1622931 1649212 26281 497 25531 249 05 2
mProject 1805 fargate 1564661 1619268 1645117 25849 192 25412 241 05 2
mDiffFit 2032 fargate 1595964 1650408 1651134 726 605 13 104 05 2
mDiffFit 4016 fargate 1596134 1650563 1651340 777 693 15 65 05 2
mDiffFit 1324 fargate 1599180 1653376 1654175 799 686 13 95 05 2
mDiffFit 2170 fargate 1600169 1653810 1654467 657 602 14 37 05 2
mDiffFit 573 fargate 1599921 1654825 1655558 733 610 76 43 05 2
mDiffFit 4108 fargate 1596098 1650713 1651445 732 686 13 28 05 2
mDiffFit 799 fargate 1599496 1654319 1655043 724 620 74 25 05 2
mDiffFit 2537 fargate 1604691 1659483 1660229 746 693 12 35 05 2
mDiffFit 2270 fargate 1604958 1659459 1660202 743 695 12 31 05 2
mDiffFit 3589 fargate 1604657 1659463 1660324 861 724 13 40 05 2
mDiffFit 1278 fargate 1607791 1661149 1661882 733 615 78 36 05 2
mDiffFit 638 fargate 1609115 1662072 1662767 695 586 77 28 05 2
mDiffFit 466 fargate 1603583 1659572 1660324 752 698 13 37 05 2
mProject 3370 fargate 1583895 1636993 1663353 26360 193 25909 254 05 2
mDiffFit 1879 fargate 1610290 1663829 1664653 824 704 14 41 05 2
mDiffFit 4163 fargate 1613078 1666465 1667214 749 696 12 37 05 2
mProject 1715 fargate 1590127 1644207 1665580 21373 217 20882 269 05 2
mProject 3282 fargate 1593790 1644696 1670621 25925 180 25509 233 05 2
mDiffFit 3617 fargate 1614035 1669132 1669887 755 695 16 40 05 2
mDiffFit 2312 fargate 1617790 1671800 1672548 748 688 14 42 05 2
mDiffFit 1002 fargate 1618582 1672132 1672902 770 689 13 64 05 2
mDiffFit 1276 fargate 1612423 1667500 1668219 719 675 13 27 05 2
mProject 1845 fargate 1593035 1647111 1673399 26288 207 25807 269 05 2
mProject 1851 fargate 1588638 1637860 1664103 26243 190 25819 231 05 2
mDiffFit 2872 fargate 1620418 1674749 1675511 762 702 13 42 05 2
mDiffFit 415 fargate 1619203 1674062 1674817 755 693 17 41 05 2
mDiffFit 2314 fargate 1622298 1676266 1677010 744 691 15 33 05 2
mDiffFit 3588 fargate 1621595 1676717 1677532 815 697 14 98 05 2
mDiffFit 936 fargate 1623095 1677170 1677907 737 623 63 45 05 2
mDiffFit 954 fargate 1622427 1676415 1677068 653 592 17 41 05 2
mDiffFit 4426 fargate 1624747 1679479 1680220 741 690 13 34 05 2
mDiffFit 2536 fargate 1628634 1681753 1682498 745 688 18 36 05 2
mDiffFit 1872 fargate 1627815 1681950 1682695 745 689 14 39 05 2
mProject 1754 fargate 1603725 1656514 1682241 25727 187 25299 237 05 2
mProject 76 fargate 1609194 1663138 1683950 20812 166 20442 198 05 2
mDiffFit 4520 fargate 1629142 1684314 1685041 727 611 75 37 05 2
mDiffFit 4379 fargate 1629247 1684800 1685621 821 703 78 37 05 2
mProject 1778 fargate 1606120 1658870 1684753 25883 217 25395 268 05 2
mDiffFit 2987 fargate 1631653 1686018 1686771 753 697 12 38 05 2
mDiffFit 465 fargate 1633123 1686677 1687351 674 603 12 55 05 2
mDiffFit 1382 fargate 1632430 1686133 1686896 763 613 13 76 05 2
mDiffFit 3798 fargate 1633672 1683061 1683805 744 690 13 37 05 2
mDiffFit 730 fargate 1634824 1684782 1685444 662 601 13 44 05 2
mProject 3360 fargate 1614021 1669133 1690332 21199 228 20742 225 05 2
mProject 158 fargate 1614739 1669640 1687134 17494 210 17098 181 05 2
mDiffFit 2614 fargate 1636414 1691020 1691803 783 702 18 58 05 2
mDiffFit 639 fargate 1637816 1691588 1692317 729 670 12 42 05 2
mDiffFit 939 fargate 1638493 1693158 1693909 751 692 13 41 05 2
mDiffFit 497 fargate 1639250 1693767 1694506 739 612 79 44 05 2
mDiffFit 2198 fargate 1640429 1693805 1694473 668 592 30 41 05 2
mDiffFit 554 fargate 1641659 1694785 1695453 668 602 15 47 05 2
mDiffFit 4467 fargate 1642437 1698562 1699296 734 616 73 40 05 2
mDiffFit 2758 fargate 1644075 1697442 1698169 727 606 17 40 05 2
mDiffFit 567 fargate 1643130 1696822 1697570 748 685 12 46 05 2
mDiffFit 2975 fargate 1646431 1699929 1700728 799 696 14 84 05 2
mDiffFit 3917 fargate 1646936 1702304 1703110 806 694 75 34 05 2
mDiffFit 3857 fargate 1649257 1702891 1703604 713 611 13 86 05 2
mProject 1767 fargate 1623632 1677841 1703798 25957 209 25553 191 05 2
mDiffFit 4109 fargate 1650430 1705963 1706714 751 688 12 48 05 2
mDiffFit 2552 fargate 1651754 1704821 1705633 812 705 12 91 05 2
mDiffFit 2067 fargate 1645839 1704215 1705033 818 700 14 32 05 2
mDiffFit 4547 fargate 1652457 1707506 1708229 723 623 65 31 05 2
mDiffFit 576 fargate 1653681 1707361 1708110 749 687 17 41 05 2
mDiffFit 4022 fargate 1653158 1707980 1708641 661 607 13 37 05 2
mDiffFit 3951 fargate 1647860 1706029 1706884 855 697 78 75 05 2
mDiffFit 4018 fargate 1654079 1707588 1708348 760 697 13 46 05 2
mDiffFit 4136 fargate 1657866 1711917 1712633 716 596 77 39 05 2
mDiffFit 3728 fargate 1652145 1709801 1710537 736 677 14 41 05 2
mDiffFit 2165 fargate 1663681 1713120 1713847 727 624 12 87 05 2
mDiffFit 2722 fargate 1661773 1715661 1716407 746 687 14 42 05 2
mDiffFit 1075 fargate 1660444 1714453 1715194 741 689 13 35 05 2
mDiffFit 4469 fargate 1662479 1714424 1715179 755 696 14 40 05 2
mDiffFit 2324 fargate 1663194 1718254 1719062 808 696 13 95 05 2
mDiffFit 3744 fargate 1664094 1718170 1718862 692 597 14 77 05 2
mDiffFit 3773 fargate 1664931 1717911 1718642 731 610 74 41 05 2
mDiffFit 1966 fargate 1668728 1723729 1724554 825 710 15 96 05 2
mDiffFit 2898 fargate 1669313 1722979 1723731 752 699 12 37 05 2
mDiffFit 1878 fargate 1670062 1720743 1721484 741 618 12 38 05 2
mDiffFit 2268 fargate 1670561 1723737 1724552 815 704 70 36 05 2
mDiffFit 3853 fargate 1671772 1724776 1725547 771 698 14 55 05 2
mDiffFit 2427 fargate 1674980 1728669 1729397 728 608 73 43 05 2
mDiffFit 2960 fargate 1674097 1730497 1731233 736 613 13 107 05 2
mDiffFit 876 fargate 1676518 1728971 1729693 722 604 13 100 05 2
mDiffFit 1949 fargate 1677160 1729670 1730402 732 683 12 33 05 2
mDiffFit 3815 fargate 1683715 1733111 1733763 652 587 15 46 05 2
mDiffFit 4263 fargate 1677925 1732188 1732918 730 605 25 96 05 2
mProject 145 fargate 1657415 1712959 1733971 21012 182 20612 212 05 2
mDiffFit 652 fargate 1680623 1733173 1733902 729 619 13 91 05 2
mProject 245 fargate 1659297 1713107 1732671 19564 244 19128 187 05 2
mDiffFit 385 fargate 1680806 1734151 1734888 737 675 13 45 05 2
mDiffFit 2633 fargate 1681782 1734962 1735708 746 686 12 43 05 2
mDiffFit 2026 fargate 1684118 1739663 1740417 754 693 18 39 05 2
mDiffFit 3595 fargate 1684670 1739563 1740350 787 698 15 71 05 2
mDiffFit 1305 fargate 1685607 1739506 1740310 804 682 12 105 05 2
mDiffFit 4557 fargate 1686522 1740618 1741355 737 691 13 29 05 2
mDiffFit 4425 fargate 1693737 1742982 1743644 662 605 13 39 05 2
mDiffFit 840 fargate 1687959 1742305 1742938 633 579 16 35 05 2
mDiffFit 450 fargate 1690641 1744303 1745054 751 695 13 39 05 2
mDiffFit 952 fargate 1689457 1745003 1745643 640 581 15 41 05 2
mDiffFit 995 fargate 1693236 1746733 1747452 719 615 11 88 05 2
mDiffFit 416 fargate 1694126 1745266 1746032 766 710 13 39 05 2
mDiffFit 4351 fargate 1692531 1747363 1748176 813 687 13 109 05 2
mDiffFit 852 fargate 1698860 1746063 1746721 658 596 14 43 05 2
mDiffFit 368 fargate 1694124 1747721 1748454 733 678 12 38 05 2
mDiffFit 4489 fargate 1695108 1749494 1750231 737 680 14 39 05 2
mDiffFit 4171 fargate 1689985 1743712 1744529 817 697 13 104 05 2
mDiffFit 449 fargate 1699505 1754394 1755224 830 709 14 43 05 2
mDiffFit 498 fargate 1703256 1751624 1752273 649 595 13 36 05 2
mProject 49 fargate 1673682 1727139 1753289 26150 181 25711 254 05 2
mProject 1645 fargate 1673201 1726338 1752678 26340 183 25912 242 05 2
mDiffFit 1908 fargate 1697982 1753111 1753855 744 682 17 39 05 2
mDiffFit 1000 fargate 1703138 1756302 1757092 790 610 71 105 05 2
mDiffFit 556 fargate 1703741 1757280 1758035 755 688 15 49 05 2
mDiffFit 3919 fargate 1704158 1757524 1758256 732 622 66 39 05 2
mProject 1666 fargate 1679365 1733494 1759219 25725 213 25283 224 05 2
mDiffFit 4183 fargate 1708051 1761378 1762125 747 684 16 43 05 2
mDiffFit 2166 fargate 1707613 1762477 1763205 728 605 75 43 05 2
mDiffFit 662 fargate 1704135 1763117 1763946 829 702 80 44 05 2
mDiffFit 3836 fargate 1708916 1764880 1765626 746 687 14 40 05 2
mDiffFit 4128 fargate 1710667 1763010 1763763 753 674 13 63 05 2
mDiffFit 2591 fargate 1712638 1765868 1766527 659 592 13 49 05 2
mDiffFit 644 fargate 1710807 1766057 1766791 734 683 12 36 05 2
mDiffFit 1874 fargate 1711877 1767017 1767850 833 707 16 106 05 2
mDiffFit 4025 fargate 1711928 1767078 1767829 751 692 13 40 05 2
mDiffFit 4448 fargate 1715137 1769491 1770285 794 687 13 90 05 2
mDiffFit 4115 fargate 1716633 1770093 1770846 753 694 13 42 05 2
mDiffFit 1987 fargate 1718318 1773026 1773844 818 706 67 40 05 2
mDiffFit 2481 fargate 1718093 1773945 1774771 826 772 13 37 05 2
mDiffFit 1390 fargate 1717709 1771182 1771984 802 680 19 98 05 2
mDiffFit 2110 fargate 1720743 1773412 1774146 734 686 16 28 05 2
mDiffFit 4065 fargate 1722640 1776318 1777050 732 621 13 94 05 2
mDiffFit 4581 fargate 1723282 1777215 1777933 718 624 16 75 05 2
mDiffFit 3520 fargate 1725218 1779241 1779996 755 701 12 38 05 2
mDiffFit 3667 fargate 1726623 1782004 1782735 731 629 65 33 05 2
mDiffFit 4492 fargate 1730675 1785219 1786055 836 716 76 40 05 2
mDiffFit 2530 fargate 1730812 1783738 1784393 655 598 14 39 05 2
mDiffFit 2275 fargate 1726627 1787080 1787807 727 609 16 98 05 2
mDiffFit 4168 fargate 1731886 1787022 1787750 728 613 77 34 05 2
mDiffFit 2479 fargate 1733309 1787633 1788454 821 697 78 42 05 2
mDiffFit 757 fargate 1736656 1790341 1791076 735 617 14 100 05 2
mDiffFit 1151 fargate 1732235 1788548 1789281 733 617 70 41 05 2
mDiffFit 4460 fargate 1738738 1791622 1792346 724 669 15 36 05 2
mDiffFit 1127 fargate 1743858 1792021 1792784 763 703 15 40 05 2
mDiffFit 2971 fargate 1732701 1792517 1793358 841 728 69 40 05 2
mDiffFit 3787 fargate 1741580 1794769 1795585 816 707 14 91 05 2
mDiffFit 3913 fargate 1741927 1796431 1797071 640 597 13 26 05 2
mDiffFit 3004 fargate 1740838 1795145 1795897 752 697 14 35 05 2
mDiffFit 2808 fargate 1747445 1797666 1798288 622 501 15 103 05 2
mDiffFit 3505 fargate 1738224 1796222 1796867 645 590 13 39 05 2
mDiffFit 2842 fargate 1737525 1795634 1796358 724 611 14 95 05 2
mDiffFit 2027 fargate 1748396 1804811 1805569 758 701 13 39 05 2
mDiffFit 3768 fargate 1749688 1803620 1804345 725 621 13 88 05 2
mDiffFit 2698 fargate 1748988 1802994 1803730 736 685 13 32 05 2
mDiffFit 4594 fargate 1750181 1803260 1804005 745 615 81 46 05 2
mProject 1822 fargate 1724194 1779148 1805304 26156 208 25685 257 05 2
mDiffFit 4160 fargate 1753882 1806533 1807243 710 667 13 27 05 2
mProject 3244 fargate 1727627 1781388 1807412 26024 177 25618 224 05 2
mDiffFit 2074 fargate 1754618 1806232 1806944 712 607 15 86 05 2
mProject 127 fargate 1721878 1780656 1806808 26152 136 25688 260 05 2
mDiffFit 4259 fargate 1755679 1808581 1809404 823 698 16 105 05 2
mProject 14 fargate 1729616 1783881 1810022 26141 207 25698 232 05 2
mDiffFit 4405 fargate 1752705 1807209 1807948 739 683 13 39 05 2
mDiffFit 4063 fargate 1750891 1808852 1809595 743 690 12 35 05 2
mDiffFit 2774 fargate 1757531 1814497 1815228 731 608 76 41 05 2
mDiffFit 4435 fargate 1759065 1812083 1812829 746 676 12 53 05 2
mDiffFit 4199 fargate 1759722 1813890 1814524 634 517 66 45 05 2
mDiffFit 879 fargate 1758301 1814418 1815159 741 692 13 32 05 2
mDiffFit 2044 fargate 1768617 1817528 1818270 742 688 13 38 05 2
mDiffFit 4252 fargate 1761998 1816792 1817619 827 700 74 50 05 2
mDiffFit 3910 fargate 1763529 1817074 1817801 727 612 75 36 05 2
mDiffFit 4192 fargate 1762719 1817463 1818198 735 679 13 39 05 2
mDiffFit 872 fargate 1766882 1819854 1820501 647 598 14 31 05 2
mDiffFit 825 fargate 1767727 1823920 1824631 711 603 14 89 05 2
mProject 1740 fargate 1742705 1796668 1822720 26052 203 25604 241 05 2
mDiffFit 4262 fargate 1763348 1820184 1820918 734 628 61 42 05 2
mDiffFit 261 fargate 1768341 1823952 1824687 735 682 15 34 05 2
