task id resource request_start request_end request_duration start end time downloaded executed uploaded type
mProject 581 lambda-2048 33 52762 52729 1615279304336 1615279331348 27012 164 26676 172 lambda-2048
mProject 583 lambda-2048 34 52906 52872 1615279304420 1615279331538 27118 177 26691 250 lambda-2048
mProject 598 lambda-2048 37 52976 52939 1615279304600 1615279331614 27014 164 26685 165 lambda-2048
mProject 70 lambda-2048 29 53077 53048 1615279304163 1615279331715 27552 179 27146 227 lambda-2048
mProject 588 lambda-2048 35 53425 53390 1615279304480 1615279331882 27402 150 27040 212 lambda-2048
mProject 596 lambda-2048 37 53426 53389 1615279304600 1615279331889 27289 232 26875 182 lambda-2048
mProject 66 lambda-2048 28 53602 53574 1615279304107 1615279332241 28134 182 27726 226 lambda-2048
mProject 75 lambda-2048 31 53655 53624 1615279304233 1615279332293 28060 165 27679 216 lambda-2048
mProject 76 lambda-2048 31 54858 54827 1615279304262 1615279333337 29075 191 28702 182 lambda-2048
mProject 79 lambda-2048 32 54860 54828 1615279304276 1615279333496 29220 172 28812 236 lambda-2048
mProject 80 lambda-2048 32 55052 55020 1615279304316 1615279333687 29371 219 28963 189 lambda-2048
mProject 593 lambda-2048 36 55159 55123 1615279304552 1615279333797 29245 175 28898 172 lambda-2048
mProject 595 lambda-2048 36 55288 55252 1615279304601 1615279333912 29311 169 28869 273 lambda-2048
mProject 594 lambda-2048 36 55384 55348 1615279304542 1615279334021 29479 188 29088 203 lambda-2048
mProject 601 lambda-2048 38 69093 69055 1615279328925 1615279347584 18659 2185 16246 228 lambda-2048
mProject 608 lambda-2048 39 70660 70621 1615279328995 1615279349298 20303 1875 18158 270 lambda-2048
mProject 599 lambda-2048 37 71224 71187 1615279328910 1615279349861 20951 1786 18957 208 lambda-2048
mProject 604 lambda-2048 38 72587 72549 1615279328940 1615279351167 22227 1862 20074 291 lambda-2048
mProject 610 lambda-2048 40 72719 72679 1615279329035 1615279351356 22321 1739 20389 193 lambda-2048
mProject 607 lambda-2048 39 73643 73604 1615279329005 1615279352281 23276 1930 21131 215 lambda-2048
mProject 603 lambda-2048 38 77195 77157 1615279328933 1615279355834 26901 2509 24202 190 lambda-2048
mProject 613 lambda-2048 41 77421 77380 1615279329279 1615279356058 26779 1812 24810 157 lambda-2048
mProject 606 lambda-2048 39 77707 77668 1615279328989 1615279356344 27355 2137 25004 214 lambda-2048
mProject 609 lambda-2048 40 77814 77774 1615279329022 1615279356452 27430 2608 24621 201 lambda-2048
mProject 602 lambda-2048 38 78206 78168 1615279328915 1615279356720 27805 2783 24851 171 lambda-2048
mProject 605 lambda-2048 39 78248 78209 1615279328988 1615279356886 27898 2483 25205 210 lambda-2048
mProject 612 lambda-2048 40 79435 79395 1615279329231 1615279357968 28737 1961 24070 2706 lambda-2048
mProject 614 lambda-2048 41 79437 79396 1615279329238 1615279358005 28767 2663 25862 242 lambda-2048
mProject 600 lambda-2048 38 79947 79909 1615279328902 1615279358401 29499 2646 26671 182 lambda-2048
mProject 617 lambda-2048 42 79956 79914 1615279329953 1615279358594 28641 2693 25733 215 lambda-2048
mProject 624 lambda-2048 44 80109 80065 1615279330851 1615279358747 27896 2044 25710 142 lambda-2048
mProject 622 lambda-2048 43 80660 80617 1615279330615 1615279359299 28684 2256 26191 237 lambda-2048
mProject 623 lambda-2048 44 80867 80823 1615279330785 1615279359504 28719 2153 26359 207 lambda-2048
mProject 615 lambda-2048 41 81380 81339 1615279329485 1615279359814 30329 3352 26803 174 lambda-2048
mProject 620 lambda-2048 43 81381 81338 1615279330602 1615279359856 29254 2718 26287 249 lambda-2048
mProject 627 lambda-2048 45 81382 81337 1615279330975 1615279359966 28991 2359 26459 173 lambda-2048
mProject 618 lambda-2048 42 81383 81341 1615279330188 1615279360003 29815 2693 26943 179 lambda-2048
mProject 625 lambda-2048 44 81384 81340 1615279330960 1615279360012 29052 2688 26153 211 lambda-2048
mProject 626 lambda-2048 45 81385 81340 1615279330981 1615279360013 29032 2334 26514 184 lambda-2048
mProject 631 lambda-2048 46 81403 81357 1615279331219 1615279360031 28812 2286 26354 172 lambda-2048
mProject 621 lambda-2048 43 81417 81374 1615279330606 1615279360049 29443 2908 26346 189 lambda-2048
mProject 619 lambda-2048 42 81561 81519 1615279330186 1615279360199 30013 2730 27071 212 lambda-2048
mProject 629 lambda-2048 45 81892 81847 1615279331186 1615279360402 29216 2817 26192 207 lambda-2048
mProject 638 lambda-2048 48 81911 81863 1615279331801 1615279360550 28749 2098 26463 188 lambda-2048
mProject 611 lambda-2048 40 81914 81874 1615279329228 1615279360551 31323 3735 27411 177 lambda-2048
mProject 628 lambda-2048 45 81996 81951 1615279331168 1615279360633 29465 2622 26643 200 lambda-2048
mProject 616 lambda-2048 42 82203 82161 1615279329782 1615279360841 31059 3631 27236 192 lambda-2048
mProject 639 lambda-2048 48 82324 82276 1615279332147 1615279360962 28815 1834 26795 186 lambda-2048
mProject 630 lambda-2048 46 82398 82352 1615279331194 1615279361037 29843 2437 27204 202 lambda-2048
mProject 641 lambda-2048 49 82424 82375 1615279332316 1615279361062 28746 2182 26365 199 lambda-2048
mProject 642 lambda-2048 49 82450 82401 1615279332372 1615279361089 28717 1985 26500 232 lambda-2048
mProject 640 lambda-2048 48 82916 82868 1615279332145 1615279361409 29264 2276 26776 212 lambda-2048
mProject 634 lambda-2048 47 82917 82870 1615279331480 1615279361553 30073 3507 26392 174 lambda-2048
mProject 636 lambda-2048 47 82981 82934 1615279331623 1615279361619 29996 3032 26792 172 lambda-2048
