task id resource request_start request_end request_duration start end time downloaded executed uploaded type
mProject 77 lambda-2048 21 71086 71065 1615250661185 1615250706561 45376 340 40858 4178 lambda-2048
mProject 599 lambda-2048 25 78393 78368 1615250685584 1615250713680 28096 5897 22020 179 lambda-2048
mProject 601 lambda-2048 25 80441 80416 1615250687317 1615250715835 28518 7389 20913 216 lambda-2048
mProject 600 lambda-2048 25 80851 80826 1615250687302 1615250716126 28824 8795 19855 174 lambda-2048
mProject 602 lambda-2048 26 83821 83795 1615250691831 1615250719148 27317 8300 18770 247 lambda-2048
mProject 604 lambda-2048 26 84741 84715 1615250693563 1615250720153 26590 6985 19388 217 lambda-2048
mProject 603 lambda-2048 26 85459 85433 1615250693049 1615250720797 27748 7450 20066 232 lambda-2048
mProject 605 lambda-2048 26 85544 85518 1615250693644 1615250721018 27374 7629 19572 173 lambda-2048
mProject 606 lambda-2048 26 96620 96594 1615250696581 1615250731941 35360 7320 27876 164 lambda-2048
mProject 607 lambda-2048 26 106144 106118 1615250697045 1615250741489 44444 8331 35909 204 lambda-2048
mProject 614 lambda-2048 28 106145 106117 1615250701864 1615250741557 39693 4186 35322 185 lambda-2048
mProject 610 lambda-2048 27 106860 106833 1615250701044 1615250742205 41161 6859 34136 166 lambda-2048
mProject 608 lambda-2048 27 108805 108778 1615250698783 1615250744164 45381 7306 37914 161 lambda-2048
mProject 609 lambda-2048 27 109318 109291 1615250698822 1615250744672 45850 7691 37955 204 lambda-2048
mProject 611 lambda-2048 27 110342 110315 1615250701049 1615250745634 44585 5906 38505 174 lambda-2048
mProject 612 lambda-2048 27 110343 110316 1615250701050 1615250745785 44735 5492 39017 226 lambda-2048
mProject 613 lambda-2048 27 110445 110418 1615250701050 1615250745920 44870 6200 38495 175 lambda-2048
mProject 630 lambda-2048 30 111980 111950 1615250704017 1615250747281 43264 4518 38574 172 lambda-2048
mProject 642 lambda-2048 32 111981 111949 1615250704731 1615250747340 42609 3969 38442 198 lambda-2048
mProject 617 lambda-2048 28 111982 111954 1615250702576 1615250747400 44824 5462 39144 218 lambda-2048
mProject 615 lambda-2048 28 112182 112154 1615250702579 1615250747658 45079 5730 39137 212 lambda-2048
mProject 616 lambda-2048 28 112227 112199 1615250702583 1615250747698 45115 5429 39450 236 lambda-2048
mProject 645 lambda-2048 33 112298 112265 1615250705252 1615250747774 42522 3464 38828 230 lambda-2048
mProject 638 lambda-2048 31 112316 112285 1615250704300 1615250747792 43492 4205 39114 173 lambda-2048
mProject 640 lambda-2048 32 112368 112336 1615250704734 1615250747844 43110 5163 37743 204 lambda-2048
mProject 641 lambda-2048 32 112521 112489 1615250704732 1615250747997 43265 4007 39045 213 lambda-2048
mProject 618 lambda-2048 28 112572 112544 1615250702616 1615250748047 45431 5828 39431 172 lambda-2048
mProject 624 lambda-2048 29 112581 112552 1615250703116 1615250748056 44940 5210 39558 172 lambda-2048
mProject 637 lambda-2048 31 112665 112634 1615250704284 1615250748142 43858 5613 38060 185 lambda-2048
mProject 623 lambda-2048 29 112667 112638 1615250703093 1615250748144 45051 5254 39622 175 lambda-2048
mProject 644 lambda-2048 33 112749 112716 1615250705247 1615250748221 42974 3654 39126 194 lambda-2048
mProject 629 lambda-2048 30 112757 112727 1615250704011 1615250748233 44222 4407 39628 187 lambda-2048
mProject 636 lambda-2048 31 112789 112758 1615250704169 1615250748267 44098 5740 38154 204 lambda-2048
mProject 639 lambda-2048 32 112813 112781 1615250704348 1615250748288 43940 4358 39365 217 lambda-2048
mProject 620 lambda-2048 29 112915 112886 1615250702652 1615250748391 45739 5513 40036 190 lambda-2048
mProject 648 lambda-2048 108 113823 113715 1615250706640 1615250749126 42486 3423 38857 206 lambda-2048
mProject 627 lambda-2048 30 114438 114408 1615250703498 1615250749759 46261 5392 40702 167 lambda-2048
mProject 634 lambda-2048 31 114438 114407 1615250704025 1615250749912 45887 5069 40639 179 lambda-2048
mProject 647 lambda-2048 33 114847 114814 1615250706070 1615250750124 44054 3262 40592 200 lambda-2048
mProject 632 lambda-2048 30 114848 114818 1615250704011 1615250750172 46161 5063 40931 167 lambda-2048
mProject 646 lambda-2048 33 114849 114816 1615250705648 1615250750312 44664 3846 40612 206 lambda-2048
mProject 631 lambda-2048 30 114919 114889 1615250704017 1615250750396 46379 5042 41169 168 lambda-2048
mProject 633 lambda-2048 30 115055 115025 1615250704022 1615250750530 46508 5143 41197 168 lambda-2048
mProject 643 lambda-2048 32 115769 115737 1615250705237 1615250751118 45881 4036 41662 183 lambda-2048
mProject 625 lambda-2048 29 116383 116354 1615250703145 1615250751690 48545 5279 38961 4305 lambda-2048
mProject 622 lambda-2048 29 117407 117378 1615250702997 1615250752755 49758 6795 42735 228 lambda-2048
mProject 621 lambda-2048 29 117408 117379 1615250702983 1615250752789 49806 6885 42765 156 lambda-2048
mProject 635 lambda-2048 31 117521 117490 1615250704158 1615250752997 48839 5797 42691 351 lambda-2048
mProject 626 lambda-2048 29 117817 117788 1615250703500 1615250753184 49684 6472 43012 200 lambda-2048
mProject 628 lambda-2048 30 117824 117794 1615250703500 1615250753232 49732 6394 43091 247 lambda-2048
mProject 619 lambda-2048 28 117825 117797 1615250702652 1615250753257 50605 5453 38735 6417 lambda-2048
mProject 649 lambda-2048 109 119355 119246 1615250713941 1615250754683 40742 1867 38697 178 lambda-2048
mProject 650 lambda-2048 109 120991 120882 1615250715986 1615250756306 40320 1477 38648 195 lambda-2048
mProject 651 lambda-2048 109 122118 122009 1615250716402 1615250757485 41083 1339 39547 197 lambda-2048
mProject 652 lambda-2048 109 122732 122623 1615250719397 1615250758013 38616 4057 34365 194 lambda-2048
mProject 655 lambda-2048 109 124780 124671 1615250721097 1615250760130 39033 7609 31224 200 lambda-2048
mProject 653 lambda-2048 109 126307 126198 1615250720288 1615250761704 41416 6698 34501 217 lambda-2048
mProject 654 lambda-2048 109 126406 126297 1615250721016 1615250761880 40864 6887 33792 185 lambda-2048
mProject 656 lambda-2048 110 127647 127537 1615250732167 1615250762998 30831 8323 22302 206 lambda-2048
undefined 1204 lambda-2048 117 127768 127651 undefined undefined NaN undefined undefined undefined lambda-2048
mProject 657 lambda-2048 110 131437 131327 1615250741695 1615250766775 25080 7084 17776 220 lambda-2048
mProject 659 lambda-2048 110 132170 132060 1615250742410 1615250767645 25235 6950 18098 187 lambda-2048
mProject 658 lambda-2048 110 135739 135629 1615250741691 1615250771155 29464 7678 21594 192 lambda-2048
mProject 1161 lambda-2048 111 148231 148120 1615250745894 1615250783502 37608 6147 31280 181 lambda-2048
mProject 1159 lambda-2048 110 148236 148126 1615250744363 1615250783569 39206 7505 31438 263 lambda-2048
mProject 1162 lambda-2048 111 149766 149655 1615250745893 1615250785138 39245 5914 33152 179 lambda-2048
mProject 1163 lambda-2048 111 153249 153138 1615250745994 1615250788587 42593 6783 35625 185 lambda-2048
mProject 1160 lambda-2048 110 156526 156416 1615250744867 1615250791967 47100 8289 38588 223 lambda-2048
mProject 1176 lambda-2048 113 157855 157742 1615250748218 1615250793331 45113 5573 39327 213 lambda-2048
mProject 1173 lambda-2048 112 158190 158078 1615250748117 1615250793666 45549 6025 39334 190 lambda-2048
mProject 1168 lambda-2048 112 158252 158140 1615250747778 1615250793718 45940 6329 39403 208 lambda-2048
mProject 1172 lambda-2048 112 158361 158249 1615250748070 1615250793762 45692 6215 39287 190 lambda-2048
mProject 1167 lambda-2048 111 158856 158745 1615250747730 1615250794255 46525 6369 39969 187 lambda-2048
mProject 1165 lambda-2048 111 158858 158747 1615250747531 1615250794295 46764 6602 39964 198 lambda-2048
mProject 1179 lambda-2048 113 158860 158747 1615250748338 1615250794328 45990 6138 39636 216 lambda-2048
mProject 1181 lambda-2048 114 158889 158775 1615250748466 1615250794362 45896 5953 39737 206 lambda-2048
mProject 1175 lambda-2048 113 159230 159117 1615250748220 1615250794705 46485 7188 39087 210 lambda-2048
mProject 1169 lambda-2048 112 159243 159131 1615250747855 1615250794718 46863 7060 39595 208 lambda-2048
mProject 1164 lambda-2048 111 159597 159486 1615250747540 1615250794952 47412 6744 40402 266 lambda-2048
mProject 1178 lambda-2048 113 159599 159486 1615250748312 1615250795054 46742 6943 39634 165 lambda-2048
mProject 1183 lambda-2048 114 159639 159525 1615250749988 1615250795116 45128 6295 38604 229 lambda-2048
mProject 1166 lambda-2048 111 159740 159629 1615250747536 1615250795210 47674 6707 40788 179 lambda-2048
mProject 1170 lambda-2048 112 159843 159731 1615250747860 1615250795319 47459 6705 40468 286 lambda-2048
mProject 1180 lambda-2048 113 159908 159795 1615250748365 1615250795380 47015 6183 40227 605 lambda-2048
mProject 1182 lambda-2048 114 159911 159797 1615250749370 1615250795388 46018 6371 39391 256 lambda-2048
mProject 1171 lambda-2048 112 159991 159879 1615250747919 1615250795466 47547 6489 40855 203 lambda-2048
mProject 1177 lambda-2048 113 160002 159889 1615250748304 1615250795474 47170 6106 40875 189 lambda-2048
mProject 1174 lambda-2048 112 160314 160202 1615250748135 1615250795693 47558 6188 41191 179 lambda-2048
